Title,Heading,Content,Tokens
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4204 Inorganic Reaction Mechanisms and Catalysis is a survey of inorganic and organometallic reactions, their mechanisms and kinetic characteristics. In addition, stereochemical non-rigidity, reactions of coordinated ligands and homogeneous catalysis are discussed. PR: CHEM 3211",63
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4205 Photochemistry of Transition Metal Complexes is an introduction to the theory of electronic excited states in transition metal complexes. Applications to artificial photosynthesis, photodynamic therapy, molecular photovoltaics and molecular electronics. CO: CHEM 3211 and CHEM 2302 PR: CHEM 3211 and the former CHEM 3301 or CHEM 2302",79
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4206 Green Chemistry examines the benefits and limitations of new methods aimed at reducing the environmental impact of chemical processes including waste prevention, hazard/risk reduction, catalysts, renewable feedstocks and alternative solvents. PR: CHEM 2401 and CHEM 3211",59
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,4290-4299 Special Topics in Inorganic Chemistry are advanced courses for senior undergraduate students that cover one or several subjects of current interest related to inorganic chemistry. PR: to be determined at the time of offer,49
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4304 Advanced Quantum Chemistry examines exact solutions to the Schrodinger equation, introduction to approximate methods, modern methods (wavefunction and density functional theories), spectroscopy, and applications of computational chemistry. CR: the former CHEM 4300 PR: CHEM 2302 (or the former CHEM 3301) and Mathematics 2260. Due to the requirement of Mathematics 2260, students wishing to take this course should plan ahead.",93
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4305 Advanced Statistical Thermodynamics examines intermolecular forces, the properties of liquids, the solvation of molecules and ions, and the structure and dynamics of macromolecules within the framework of statistical thermodynamics. CR: the former CHEM 4303 PR: CHEM 3303 or the former CHEM 3301",72
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4310 Surface and Interface Science covers the structure and properties of surfaces and interfaces, including the thermodynamics of interfacial processes and the consequences of reduced dimensionality on electronic, optical, and other chemical properties. Interfaces between solids, liquids and gases will be considered, with possible applications in separation science, micro/nanofabrication, and biofouling. PR: CHEM 3303",87
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,4390-4399 Special Topics in Physical Chemistry are advanced courses for senior undergraduate students that cover one or several subjects of current interest related to physical chemistry. PR: to be determined at the time of offer,47
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4410 Bio-organic Chemistry is a study of the major classes of biomolecules, their structure, function, and their chemistry. The chemistry and the biochemical reactions of carbohydrates, amino acids, peptides, lipids, coenzymes, nucleic acids, polyketides, and the shikimic acid pathway. An introduction to natural products and secondary metabolites. Synthesis of peptides, nucleosides and polynucleotides. Biosynthesis of fatty acids, terpenes, polyketides, shikimates, peptides and polynucleotides. CR: the former CHEM 3410 PR: CHEM 2401",139
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,4411 Topics in Medicinal Chemistry - inactive course.,17
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4420 Physical Organic Chemistry is an introduction to the quantitative and qualitative theories of reactions and reactivity and their application to organic reaction mechanisms and to mechanism elucidation. CR: the former CHEM 4400 and the former CHEM 4401 PR: CHEM 2302 or the former CHEM 3301, and CHEM 3411 or the former CHEM 3401",79
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,4430 Synthetic Organic Chemistry II examines modern synthetic methods with particular attention placed on the synthesis of enantiomerically enriched compounds and newer methods for the formation of carbon-carbon bonds. Designing syntheses of complex organic molecules. CR: the former CHEM 4410 PR: the former CHEM 3401 or 3411. CHEM 4420 is strongly recommended.,80
